rating_count_tot,rating_count_ver,user_rating,user_rating_ver,prime_genre,sup_devices.num,lang.num,SizeCatg,PriceCatg
331,1,3,1.0,1,37,3,0,1
1777,9,2,4.0,1,37,4,1,0
554,1,3,4.0,1,37,31,0,1
7535,99,3,4.5,1,37,3,0,0
2622,3,2,2.5,1,37,1,1,0
2340,1,3,1.0,2,24,2,1,0
823,136,3,5.0,2,37,3,0,0
261,1,3,5.0,1,37,1,0,1
0,0,1,0.0,1,38,1,0,1
29739,2253,3,5.0,5,43,1,1,1
0,0,1,0.0,1,37,1,1,0
1359,26,2,3.0,1,38,1,0,1
6001,72,3,4.5,1,37,16,1,1
10,0,2,0.0,1,38,1,0,0
4188,602,3,4.5,1,37,1,0,0
89,0,3,0.0,1,37,3,1,0
513,10,3,3.5,1,38,1,0,1
1329,47,2,3.0,1,37,2,0,0
361,4,2,1.5,1,38,2,1,0
3768,5,3,3.0,2,24,1,0,0
34584,100,3,4.0,1,38,21,1,0
745,7,2,5.0,1,37,3,1,0
26786,27,2,4.5,1,37,59,0,0
1911,39,3,4.5,1,37,1,0,1
1393,33,3,4.5,5,40,16,1,1
430,35,3,4.5,5,43,1,0,1
193,40,3,4.0,5,38,1,0,1
7,1,3,4.0,1,37,2,0,1
84,0,3,0.0,1,37,2,1,0
116,3,3,5.0,1,24,1,0,0
4352,33,3,5.0,1,37,8,0,1
126948,107245,3,4.5,1,37,2,1,0
6478,21,3,5.0,1,37,5,1,0
31116,77,3,4.5,2,24,13,0,0
248,1,2,1.0,1,38,2,0,0
3326,289,3,5.0,1,38,5,2,1
100,0,3,0.0,1,38,1,1,0
102,1,3,5.0,1,37,2,1,0
3662,37,3,4.0,2,37,8,0,1
219418,328,3,4.5,5,37,6,0,1
2293,399,3,4.0,1,40,1,0,1
16979,183,3,4.0,1,37,8,0,0
110420,370,3,4.5,1,37,14,1,0
4719,61,3,4.5,1,37,23,0,1
157,0,3,0.0,1,38,3,0,0
1537,159,3,4.0,1,37,1,0,1
29,1,2,5.0,1,38,2,0,0
2270,4,3,5.0,1,38,3,1,0
1724546,3842,3,4.0,5,40,1,0,0
170843,123,3,4.0,5,40,1,1,0
70122,251,3,4.0,5,24,1,1,0
1887,75,2,3.5,1,37,4,0,1
293857,249,3,4.0,5,40,8,2,0
193,0,3,0.0,1,24,1,0,2
131695,1102,3,4.0,1,37,12,0,0
47506,30,2,4.0,2,24,1,1,0
2261,689,3,4.0,1,38,1,0,1
26,26,2,3.0,5,26,1,0,1
56399,98,3,4.0,2,24,13,0,0
5987,97,2,2.0,2,37,1,1,0
414803,4536,3,4.5,5,38,1,1,0
135962,677,3,4.5,1,37,56,1,0
0,0,1,0.0,1,37,2,0,1
549,2,3,5.0,1,37,2,1,0
10619,893,3,5.0,5,37,3,0,1
13572,55,2,2.5,1,37,1,1,0
149,0,2,0.0,1,37,1,0,1
249,83,3,4.0,1,38,6,0,1
152,0,2,0.0,1,38,1,0,0
1073,186,3,4.0,5,43,6,0,1
9763,1556,3,4.5,5,43,1,1,1
60490,1102,3,4.0,1,37,22,0,0
2552,1041,3,4.5,5,26,1,1,1
1378,17,3,3.5,5,40,8,1,2
38,0,2,0.0,1,38,1,1,0
299,29,3,5.0,1,37,2,0,0
5362,68,3,4.0,5,37,2,1,1
6109,356,3,4.5,2,24,13,1,1
4263,6,3,1.0,1,37,2,1,0
714,8,3,4.0,1,37,7,0,1
3170,4,3,3.0,5,37,9,1,1
936,4,3,4.0,1,24,1,0,0
1341,63,3,4.0,1,24,29,0,0
4934,164,3,4.0,5,24,8,2,1
9649,29,3,3.5,1,40,1,0,1
11,0,3,0.0,1,37,8,0,0
2493,13,3,4.0,5,24,1,1,1
1888,26,2,3.5,5,24,1,2,1
923,48,3,4.0,5,24,12,1,1
65,1,2,1.0,1,37,1,0,0
115,1,1,1.0,1,37,2,0,0
10278,112,2,4.5,1,37,19,1,0
624,4,3,5.0,1,37,2,1,0
177501,1014,3,4.5,1,37,21,1,0
500,479,3,4.0,5,47,1,0,1
159735,2556,3,4.5,1,37,1,0,0
1061624,1814,3,4.0,1,37,27,0,0
98344,877,2,4.5,2,37,2,0,0
26278,9,2,3.0,2,37,1,0,0
35769,21,3,2.0,1,37,1,0,0
540,48,3,5.0,5,43,2,2,1
224,4,2,5.0,1,24,3,1,0
11665,364,3,4.5,2,24,13,0,0
20951,935,3,4.0,1,26,10,0,1
43,24,3,4.5,1,37,1,0,1
125,3,3,4.5,1,37,1,0,2
92,1,3,5.0,1,37,1,0,1
857,14,3,4.0,5,24,8,1,2
528,379,3,4.0,1,40,1,0,1
626,435,3,4.5,5,47,1,0,1
1026,0,3,0.0,1,37,4,1,0
1403,121,3,4.5,1,38,15,0,1
117,7,1,1.0,1,37,13,0,1
193,1,2,4.0,5,37,1,0,1
896,0,3,0.0,1,37,17,1,1
35,0,2,0.0,1,38,1,0,1
183621,300,3,4.5,5,37,1,1,0
616,12,3,4.0,5,38,5,1,1
397,0,2,0.0,1,37,1,1,0
0,0,1,0.0,1,37,2,1,2
0,0,1,0.0,1,40,2,0,0
4866,64,3,3.0,5,40,3,2,1
20355,23,3,4.5,5,37,1,2,1
6,0,2,0.0,1,37,2,0,1
1855,131,3,4.5,1,38,1,0,1
9741,924,3,4.0,5,40,3,2,1
818,9,2,2.5,1,37,1,2,2
458,26,2,3.0,1,26,2,0,0
6374,66,3,5.0,1,37,21,0,1
7569,31,2,3.0,1,24,1,1,0
76392,700,3,4.5,5,37,1,0,0
274,24,2,3.5,5,43,3,0,1
35058,7453,3,4.5,5,40,12,2,0
78,0,3,0.0,5,37,2,0,0
4748,391,3,5.0,1,37,1,0,1
12162,57,3,4.5,5,40,1,1,1
2333,0,3,0.0,1,38,3,0,0
150,0,3,0.0,1,24,1,1,0
1006,17,3,4.0,1,40,1,0,1
1839,174,3,4.0,1,37,1,0,0
2661,41,3,3.5,1,37,8,0,0
8651,23,2,3.5,1,37,1,0,0
460,72,3,3.5,1,40,1,0,1
34,6,3,5.0,1,37,31,0,1
32,7,2,3.0,1,26,1,0,1
863,12,3,5.0,1,37,11,0,1
23,2,3,3.5,1,26,1,0,1
2965,205,3,5.0,1,37,8,0,1
3702,112,3,4.5,1,37,1,0,1
5058,363,3,4.5,5,38,1,1,1
0,0,1,0.0,1,38,5,0,1
258624,2481,3,4.5,1,37,2,1,0
8632,62,3,4.0,5,38,1,0,1
1478,18,2,4.5,1,37,1,1,2
10647,185,3,4.5,1,37,18,1,0
383,0,3,0.0,1,38,1,1,0
320,1,2,3.0,2,37,1,0,0
102,0,1,0.0,1,37,9,0,0
8623,292,3,5.0,1,37,35,0,0
14361,918,3,4.5,5,43,1,0,1
1670,4,3,4.0,2,38,1,0,0
1153,39,3,4.0,1,37,11,1,1
1103,54,2,4.5,1,24,2,1,0
11,5,3,5.0,1,43,2,0,1
8683,98,3,4.5,1,37,34,1,0
44,21,3,4.5,5,43,2,0,1
3523,181,3,4.5,2,43,18,1,1
527,1,3,1.0,1,37,1,0,0
10368,1051,3,5.0,1,37,31,0,1
187666,1263,3,4.5,5,37,10,1,0
503230,282,3,4.5,5,37,10,1,0
4513,95,3,4.5,5,43,1,2,1
125,6,2,2.0,1,37,2,0,1
29,1,3,5.0,1,38,2,0,0
668,4,3,5.0,1,38,11,0,0
112,1,3,5.0,2,37,19,0,1
944,0,3,0.0,1,37,2,1,0
34585,34,3,4.5,1,37,10,1,0
406,62,3,4.5,1,40,1,0,1
60163,104,3,4.5,1,24,32,1,0
415,2,3,3.0,1,24,11,0,1
23766,582,3,4.5,5,43,12,2,1
1595,28,3,3.5,1,40,18,0,1
55950,248,3,3.5,2,37,1,1,0
644,45,3,4.5,1,40,1,0,1
0,0,1,0.0,1,37,1,0,1
16729,2,3,4.5,1,37,12,1,0
32499,438,3,4.5,1,37,11,0,0
141224,1909,3,4.5,5,38,1,0,0
10386,58,3,4.0,1,37,31,1,1
11437,11,2,3.0,1,37,17,1,0
30,0,3,0.0,1,37,1,1,0
4021,538,3,4.5,1,40,32,0,0
43,27,2,3.5,1,26,1,0,1
1685,2,2,1.5,1,38,1,1,1
8324,306,3,3.0,1,37,24,0,0
796,0,3,0.0,1,37,5,0,1
86127,179,3,4.0,5,40,2,1,1
9109,17,2,1.5,1,37,1,1,0
20988,963,3,4.5,2,24,13,0,0
0,0,1,0.0,1,40,2,0,1
1985,4,3,5.0,1,37,15,0,0
14844,0,3,0.0,2,38,3,1,0
65,0,2,0.0,1,38,1,1,0
13106,230,3,4.5,5,37,14,0,0
44,0,3,0.0,1,37,2,1,0
425,11,3,4.5,1,37,4,0,1
1298,144,3,4.5,1,38,7,2,2
403,5,2,4.5,5,43,1,1,0
309,309,3,4.0,5,47,1,0,1
5180,3723,3,4.5,5,45,1,2,2
0,0,1,0.0,1,37,1,0,0
18259,77,3,4.5,5,43,1,1,1
323905,576,2,3.0,1,37,22,1,0
51,1,3,5.0,1,37,1,1,0
1294,113,3,4.5,1,37,9,0,1
5,0,2,0.0,2,37,2,0,0
9302,401,3,4.0,5,43,9,1,1
153588,595,3,4.5,5,40,16,2,1
3837,85,3,3.5,1,43,1,0,1
10509,712,3,4.0,5,43,1,0,1
4697,415,3,4.5,1,38,1,0,1
27791,5779,3,4.5,1,37,30,0,0
1862,0,3,0.0,1,37,1,1,0
3820,319,3,4.5,1,37,1,0,1
123433,1521,3,5.0,1,37,12,1,0
131656,484,3,4.0,5,40,11,0,1
5748,106,2,2.5,1,37,1,1,0
4922,1010,3,4.5,1,24,9,1,1
63272,305,3,4.5,5,40,11,1,1
130,9,2,1.5,1,37,1,0,0
1933,20,3,4.5,2,37,19,0,0
6,1,2,5.0,1,37,2,0,0
3912,627,3,4.5,5,26,5,1,1
1092,1,3,5.0,5,38,1,1,1
2436,274,3,5.0,1,37,1,0,1
14,1,3,5.0,2,37,2,0,1
558,0,3,0.0,1,37,4,1,0
1014,23,3,4.5,1,37,2,1,0
4510,627,3,4.5,1,40,1,0,1
14724,1043,3,4.5,5,43,12,2,1
85,0,2,0.0,1,26,1,0,0
160,0,3,0.0,1,37,3,1,0
4676,255,3,4.0,1,43,10,0,1
3196,95,3,5.0,1,37,19,0,1
1,1,1,1.0,1,43,4,0,1
0,0,1,0.0,2,43,2,0,1
154,0,3,0.0,1,37,1,1,0
5058,0,2,0.0,1,24,1,1,0
750,17,2,2.0,1,24,1,0,0
7943,46,3,3.0,1,38,11,0,1
98851,478,3,4.0,5,38,1,0,1
16,0,3,0.0,5,37,1,2,2
16358,1816,3,3.5,5,37,1,1,0
351466,892,2,3.0,1,37,33,1,0
79683,597,3,4.5,5,40,1,1,1
4656,54,3,4.5,5,37,11,1,1
7289,19,3,4.5,5,37,1,1,1
23,0,2,0.0,2,37,4,0,0
60,7,3,3.5,5,40,5,0,0
24744,171,3,4.0,1,40,11,0,0
24880,13,3,4.0,5,38,8,2,1
3716,6,3,2.5,5,37,1,1,1
338,176,2,3.5,2,26,1,0,0
28153,100,3,4.0,5,37,1,0,0
609,4,2,3.0,1,24,8,0,0
405647,877,3,4.5,5,38,3,1,0
32558,147,3,4.5,1,38,3,1,0
999,44,3,5.0,1,37,15,1,1
8580,12,3,4.5,5,24,1,1,1
9725,109,3,5.0,1,37,6,1,0
15809,628,3,4.5,1,38,1,0,1
11124,15,2,1.0,1,37,1,1,0
613,9,3,4.5,2,38,1,1,0
1138,59,3,4.5,1,37,15,0,1
774,0,3,0.0,2,38,1,1,0
358,59,2,4.0,5,40,1,0,1
68,0,3,0.0,1,24,1,1,0
14104,61,3,4.5,5,38,28,1,0
7919,73,3,4.0,5,37,14,1,1
562,0,3,0.0,1,37,1,0,1
242,218,3,4.0,5,43,1,1,1
109549,149,3,4.5,2,37,26,0,0
6856,8,1,1.5,2,37,1,1,0
8025,611,3,4.0,5,37,8,0,0
234,234,3,4.5,5,26,6,1,1
879,612,3,5.0,1,38,1,2,1
880,58,2,4.0,5,40,1,1,1
2793,7,3,4.5,1,37,21,1,0
1040,5,3,4.0,1,38,1,1,0
33,0,2,0.0,1,38,1,0,0
54,0,3,0.0,1,24,1,1,1
2485,1564,3,4.5,1,40,6,0,1
2101,0,3,0.0,5,37,2,2,1
90496,399,3,3.5,1,37,9,1,0
4050,12,1,2.5,2,37,1,1,0
5,0,3,0.0,2,37,1,0,1
685,369,3,4.5,1,38,1,0,0
0,0,1,0.0,1,38,1,2,1
2150,68,3,4.5,1,24,3,1,0
5,0,2,0.0,1,37,1,0,0
49816,413,3,4.5,1,37,1,0,0
4498,38,3,4.5,5,37,6,1,1
199,73,2,3.0,1,40,1,0,1
2417,39,2,1.5,1,37,1,0,0
2286,46,2,1.5,1,37,1,0,0
1646,141,3,4.5,1,38,5,0,0
15554,124,2,5.0,1,37,1,1,0
210,7,2,3.5,1,37,1,0,1
6534,94,3,4.5,5,38,1,0,0
311,21,3,4.5,1,37,8,2,1
54073,73,3,4.0,5,38,4,0,1
446880,1832,3,4.0,5,38,12,2,0
383,0,3,0.0,1,37,2,1,0
1854,28,2,3.5,1,37,7,0,0
1915,38,3,4.5,5,38,1,0,1
6408,77,3,4.5,1,37,1,0,0
561,4,3,5.0,1,37,4,0,1
123,9,3,4.0,1,38,1,0,1
875,123,3,4.5,1,37,7,0,1
7973,884,3,4.5,1,37,5,0,1
3800,99,3,4.5,1,37,15,0,1
264,56,3,4.5,5,43,8,0,1
135,62,3,4.5,5,26,8,0,1
204,166,3,4.0,1,26,2,0,1
57348,1213,3,4.5,1,37,1,0,0
240,1,3,5.0,1,24,1,0,1
9819,415,3,4.5,1,37,14,0,0
20069,33,3,4.5,1,37,19,0,0
132,1,3,5.0,1,37,2,0,1
3099,105,3,4.5,5,40,6,0,1
677247,2029,3,4.5,5,37,10,2,0
3883,675,3,4.0,5,40,1,0,1
11,0,3,0.0,1,37,1,0,1
5459,10,3,4.5,1,37,6,1,0
221002,131,3,4.0,5,38,1,0,0
17,5,3,4.0,1,37,1,1,0
168,168,3,4.0,5,26,4,2,1
18035,156,3,4.5,1,37,1,0,0
2504,644,3,5.0,1,37,12,0,1
116601,5839,3,4.5,5,43,1,2,1
7100,0,3,0.0,5,38,30,1,1
12079,24,2,3.5,1,37,7,0,0
30845,105,3,5.0,1,37,7,0,0
1777,321,3,4.5,5,47,1,0,1
2676,27,3,4.5,1,37,1,0,1
7174,166,3,4.0,1,37,1,0,0
76,76,3,4.0,5,26,5,1,1
2254,29,3,4.0,5,43,1,1,1
826,135,3,4.5,5,43,1,0,1
11677,121,3,4.0,1,37,28,0,0
1690,1644,3,4.5,5,26,13,1,1
281,1,2,1.0,1,38,1,1,0
11945,11863,3,4.5,5,47,0,0,0
21,1,3,5.0,1,37,2,0,1
1483,78,3,3.0,5,40,1,2,1
78,11,3,4.5,1,43,2,1,1
7693,7693,3,4.0,5,45,1,2,1
2887,0,2,0.0,1,38,1,1,0
1,1,3,5.0,1,40,1,0,1
1628,0,1,0.0,1,37,1,1,0
13503,825,3,4.5,5,43,12,2,1
128,7,2,3.5,1,37,1,0,0
2334,298,3,4.5,1,37,1,0,1
12122,60,3,4.5,1,37,29,2,0
929,17,3,3.0,1,37,8,1,2
57,0,3,0.0,1,37,3,1,0
19540,5,3,4.0,1,37,12,1,0
10754,5,3,5.0,1,37,10,1,1
7639,632,3,4.0,5,43,2,1,1
6420,36,3,5.0,1,37,1,1,1
0,0,1,0.0,1,43,1,0,1
3686,39,3,4.0,1,40,1,0,1
54496,252,3,4.0,1,37,12,0,0
213,30,3,4.5,1,37,1,1,0
768,104,3,5.0,1,24,11,1,2
30434,309,3,5.0,1,37,7,1,0
12797,126,3,4.0,1,37,30,1,0
581,54,2,2.0,1,40,1,0,0
49,1,3,5.0,5,37,1,0,1
233,2,3,4.0,5,37,14,1,1
2860,4,3,4.0,1,37,1,1,0
2843,139,3,4.5,1,38,12,1,1
636,11,1,1.5,1,37,1,0,0
4095,91,3,4.5,5,43,1,0,1
20,0,3,0.0,1,37,1,0,0
250,87,3,5.0,1,37,1,1,1
1520,24,3,4.5,1,37,15,0,1
1801,236,3,4.5,2,43,1,0,1
0,0,1,0.0,1,37,2,0,0
0,0,1,0.0,5,43,1,0,1
41,28,2,3.5,1,38,5,1,1
106398,12554,3,4.5,5,37,1,0,0
522012,1148,3,4.5,5,37,11,1,1
67,14,3,4.0,1,37,2,0,1
183259,804,3,4.0,5,37,5,0,0
26547,1682,3,4.5,5,43,7,2,1
378,12,3,4.5,1,37,3,0,1
242,5,3,3.0,5,38,1,0,1
8480,66,3,3.0,5,37,11,0,1
34,0,3,0.0,1,37,1,1,0
0,0,1,0.0,1,37,11,0,0
4962,4,3,5.0,1,37,16,0,1
204,0,3,0.0,1,37,1,1,1
4746,455,3,4.5,5,43,8,2,1
160,57,2,2.0,1,38,1,0,1
3383,299,2,4.0,5,37,11,0,0
19981,36,3,4.5,1,37,16,1,0
11190,43,3,4.5,5,37,1,0,1
0,0,1,0.0,1,37,2,0,1
84,0,3,0.0,1,37,9,1,0
8049,115,3,3.5,1,40,1,0,0
748,15,3,4.0,1,38,7,0,1
0,0,1,0.0,1,37,1,0,0
219,0,3,0.0,1,37,4,1,1
16867,634,3,4.5,2,37,1,0,0
39,0,3,0.0,5,38,2,0,1
3312,1710,3,5.0,1,38,21,0,1
1336,615,3,4.0,5,43,3,1,1
632,74,2,3.5,2,38,1,0,0
108,6,3,3.0,1,37,1,0,1
236,29,3,4.0,1,43,1,1,1
1484,9,3,4.0,1,37,7,0,1
341,20,3,4.0,5,40,1,2,1
879,22,3,3.5,1,37,1,1,0
115,28,3,4.5,5,43,3,2,1
0,0,1,0.0,1,37,2,0,0
1294,44,3,4.0,1,40,11,0,1
141,5,2,4.5,1,24,1,0,0
4783,285,3,4.0,1,40,1,0,0
4802,5,3,5.0,5,37,8,0,1
2618,86,3,4.5,1,37,1,0,1
26333,537,3,4.5,2,37,14,0,1
101599,457,3,4.0,5,37,6,0,0
7925,330,3,5.0,5,38,1,2,1
1112,7,3,4.0,1,37,2,0,1
49192,1649,3,4.5,1,37,31,0,0
92,3,2,3.5,2,38,1,0,1
1085,278,3,4.0,2,38,1,0,0
8,0,3,0.0,1,37,1,1,0
36879,12021,3,4.5,1,38,31,0,0
302,14,3,4.0,1,38,3,1,1
38075,1005,3,4.5,5,38,19,0,0
0,0,1,0.0,1,40,2,1,0
12701,8,3,5.0,5,37,1,1,1
481564,8518,3,5.0,5,40,11,1,0
1883,30,3,4.0,1,37,14,0,1
14986,260,3,4.5,1,37,14,0,0
8,1,2,5.0,1,38,5,1,1
30830,100,3,4.5,5,40,18,0,1
4052,65,1,2.0,2,37,1,1,0
180,0,2,0.0,1,37,3,1,0
2547,658,3,4.5,5,43,1,0,1
2353,411,3,4.5,2,38,8,0,0
72,0,3,0.0,1,37,1,1,0
360974,3,3,4.5,5,38,1,0,1
5665,643,2,3.5,1,37,1,0,0
20546,78,3,4.5,1,37,14,0,0
1161,26,2,3.0,1,37,6,2,1
101222,160,3,4.5,2,38,8,1,0
14381,56,3,4.0,5,37,5,0,1
5767,9,3,4.5,1,37,10,1,0
658,23,3,4.0,1,37,16,0,1
397,3,3,4.5,5,24,1,0,1
10107,6726,3,4.5,5,43,6,1,0
280,100,3,4.0,5,43,1,1,1
15801,26,3,4.0,1,37,34,0,0
0,0,1,0.0,1,43,1,0,1
1760,2,3,5.0,1,37,10,1,1
0,0,1,0.0,1,24,2,0,1
6152,157,3,4.0,5,37,1,1,0
2238,3,1,4.0,1,37,2,0,0
12669,291,3,4.0,5,40,1,0,0
0,0,1,0.0,1,38,2,0,0
97368,9,3,3.5,2,37,9,0,0
357,4,3,3.0,5,38,4,1,1
0,0,1,0.0,1,37,1,2,1
294,130,3,5.0,1,38,1,2,3
2300,27,3,3.5,1,37,1,0,1
29,0,3,0.0,5,37,2,0,0
718,85,2,2.5,1,38,3,0,1
256,41,3,4.0,5,40,1,2,1
9,0,2,0.0,1,38,2,0,0
7521,539,3,3.5,1,37,1,0,1
12819,1326,3,5.0,1,37,1,1,0
13580,1208,3,4.5,1,37,12,1,0
873,56,3,4.0,5,43,1,0,1
21830,247,2,4.5,1,37,2,0,0
3875,304,3,4.5,5,37,1,1,1
114,15,3,4.5,1,37,1,0,1
824,0,3,0.0,5,37,5,1,1
89,0,2,0.0,5,37,1,0,1
598,1,3,5.0,1,40,3,0,0
164377,78,3,4.0,5,37,1,1,0
118,118,1,1.5,1,45,1,0,1
203,114,3,4.5,1,38,1,0,1
7,0,3,0.0,1,37,2,0,0
1043,119,3,4.5,1,37,30,0,1
138726,385,3,4.5,5,37,46,1,0
3048,43,3,3.5,1,40,1,0,1
1343,1,3,5.0,1,37,26,0,2
1411,15,3,4.5,5,40,1,0,1
27711,1965,3,4.5,2,43,13,0,0
5131,561,3,3.5,5,40,1,1,0
1227,15,3,4.5,5,37,22,0,1
718,207,3,3.0,5,26,4,2,1
743,259,3,4.5,1,40,1,0,1
274501,44,3,4.0,5,38,18,0,0
20805,2995,3,4.5,5,40,1,0,0
1226,53,3,5.0,1,37,25,0,1
3464,42,3,3.5,5,24,11,0,1
3775,132,3,5.0,1,37,6,0,1
2007,80,3,4.5,5,40,9,1,1
12799,95,3,4.0,5,40,10,1,1
379,0,3,0.0,1,37,24,0,1
5090,6,3,3.5,5,37,1,1,0
1016,45,3,4.5,1,37,9,0,1
95892,2,3,1.0,5,37,1,1,0
1618,1267,3,4.5,5,43,1,2,1
0,0,1,0.0,1,40,1,0,1
5356,63,2,3.5,2,37,2,1,0
1992,1583,3,4.5,5,26,1,2,2
646,369,3,4.5,5,43,1,1,1
541693,69225,3,4.5,5,43,1,0,1
124618,8588,3,4.5,5,40,7,0,0
238,24,3,5.0,1,38,12,0,1
5435,3205,3,4.0,5,43,1,2,1
39502,13,3,4.0,5,24,1,1,0
1576,33,3,4.5,1,43,16,0,2
1,1,3,4.0,1,38,1,0,2
13257,109,3,5.0,2,37,1,0,0
41,0,3,0.0,1,37,33,0,1
45121,1168,3,4.5,5,40,1,1,1
11187,5,3,5.0,5,38,13,1,1
406,3,3,3.5,1,37,7,2,2
1129,93,3,5.0,1,40,12,1,1
609,12,3,5.0,1,37,10,0,1
175,3,2,4.5,1,37,8,1,0
101,0,3,0.0,2,37,3,0,0
0,0,1,0.0,1,37,1,0,1
0,0,1,0.0,1,37,1,0,0
1418,138,3,4.0,5,43,1,0,1
144,36,2,1.5,2,40,1,0,1
61724,100,2,4.5,1,37,1,0,0
3582,70,3,3.5,1,38,25,0,0
53,13,3,4.5,1,37,1,2,1
39,2,1,1.0,2,37,1,0,0
164,22,3,3.5,2,43,17,0,1
3115,87,3,4.5,1,37,1,1,0
689,338,2,2.5,1,37,11,0,0
10,0,3,0.0,1,37,1,0,1
0,0,1,0.0,1,37,1,0,0
18492,8,2,4.5,2,37,1,0,0
0,0,1,0.0,1,38,1,0,0
18219,5,3,4.0,1,37,11,1,0
2,2,2,3.0,5,26,1,0,1
39819,58,3,3.0,1,37,6,0,0
55338,455,3,4.5,2,38,21,1,0
7204,337,3,4.5,2,38,21,1,1
567344,4887,3,4.5,5,38,18,1,0
2555,44,3,4.0,1,37,1,0,1
11,3,2,5.0,2,38,3,0,1
481,1,3,5.0,1,37,1,0,0
59255,599,3,4.5,1,37,47,1,0
228,228,3,4.5,5,38,2,2,1
437,0,3,0.0,1,37,2,0,0
1156,77,3,4.0,5,38,1,0,1
475,475,3,4.5,5,43,1,0,1
664,70,3,4.5,1,37,1,1,1
51330,58,3,4.5,1,37,7,0,0
119316,33,3,4.0,1,37,12,1,0
23,3,2,3.5,1,38,1,1,1
112,8,3,3.0,1,37,3,1,1
8062,197,3,3.5,1,40,1,0,0
26881,5,3,3.5,5,38,9,1,1
405007,4053,3,5.0,5,38,9,1,0
623,1,2,1.0,1,37,1,0,0
106235,4605,3,5.0,1,37,6,0,0
286,2,3,5.0,1,37,1,0,0
5606,44,2,4.0,5,40,9,2,1
9,9,3,4.5,5,43,1,2,1
12002,759,3,3.5,5,43,3,0,0
7,0,3,0.0,1,37,1,0,1
2183,64,3,4.0,5,40,1,2,1
208,0,3,0.0,1,37,1,1,0
9519,3,2,4.0,1,37,1,0,0
79905,324,3,4.5,1,37,36,0,0
706110,97,3,4.0,5,38,1,1,0
83,80,2,3.0,2,43,1,0,0
248,9,2,3.0,1,38,2,1,0
1007,3,3,2.5,5,43,1,0,0
9889,262,3,4.5,1,37,16,1,1
1589,60,3,4.5,5,24,16,0,1
4909,479,3,5.0,1,37,13,1,0
1454,102,3,4.0,5,43,1,2,1
57,4,2,3.5,1,40,1,0,0
279,21,3,4.5,5,40,17,1,1
3287,88,3,4.0,2,37,1,0,0
2144,1700,3,4.5,5,26,1,0,1
1348,2,3,3.0,1,37,1,0,1
3189,1459,3,4.5,5,43,1,0,1
3978,58,3,5.0,1,37,16,0,0
0,0,1,0.0,1,37,2,0,1
22281,49,3,4.0,5,38,30,0,1
275,0,3,0.0,2,38,2,0,0
70926,927,3,4.5,5,24,5,1,0
1339,459,3,4.0,5,39,9,2,1
10014,514,3,4.5,1,37,1,0,1
128,4,3,3.0,1,37,30,0,1
346,14,3,4.0,1,37,1,0,1
22,0,2,0.0,1,38,2,0,0
1478,72,3,4.5,5,43,16,0,1
2125,561,3,4.5,5,47,1,1,1
734,23,3,4.5,5,37,1,1,1
8520,49,3,4.5,1,37,18,0,0
1952,29,3,4.5,1,38,24,0,0
26060,0,3,0.0,1,37,1,1,0
42,0,3,0.0,1,38,2,1,0
2478,109,3,4.0,1,37,2,0,0
426,14,3,5.0,1,37,4,1,0
373,8,3,5.0,1,37,2,0,0
2798,277,3,4.5,1,38,15,0,1
0,0,1,0.0,1,37,1,0,0
691,1,2,5.0,1,37,1,0,0
571,28,3,4.5,1,37,4,1,1
47382,50,3,4.5,5,37,7,2,0
416,7,3,3.5,5,37,1,0,1
101679,181,3,5.0,1,37,1,0,0
9,0,1,0.0,1,38,1,0,0
41108,258,3,4.5,5,38,45,1,0
1127,25,3,4.5,5,40,1,1,1
18544,14,3,4.5,1,37,1,1,0
248,20,3,4.5,1,37,6,0,1
84,4,3,5.0,5,40,1,1,1
1397,25,3,3.5,1,40,18,0,1
3107,110,3,3.5,1,40,1,2,1
130519,1445,3,5.0,5,37,7,1,0
8454,26,3,5.0,1,40,2,0,0
1114,34,3,4.5,1,37,12,1,0
777,0,3,0.0,5,37,7,0,0
0,0,1,0.0,5,38,1,1,1
69610,69,3,4.0,5,43,1,0,0
14469,81,3,4.0,1,37,22,0,1
0,0,1,0.0,1,38,1,0,1
308,11,3,5.0,1,37,1,0,0
9796,60,3,4.5,1,37,6,1,0
456,1,3,5.0,1,38,2,1,0
4243,48,3,4.5,1,37,2,0,1
7,0,3,0.0,1,37,1,0,0
160,3,3,5.0,1,38,9,0,0
1057,1,3,2.0,1,37,31,0,0
18202,514,3,3.5,1,37,12,0,0
17895,10970,3,4.0,5,39,12,2,1
27593,386,3,4.0,5,40,1,1,1
875,51,2,4.0,1,37,1,0,1
708,59,3,4.0,5,37,1,2,1
183,14,3,5.0,1,35,21,0,1
26,3,3,5.0,5,37,2,0,0
12251,93,3,4.0,5,38,1,1,0
712,53,2,2.0,1,43,1,0,1
26286,2,3,3.5,1,25,1,0,0
2249,495,3,4.5,1,37,1,0,0
21,2,3,3.5,1,37,1,0,1
143285,406,3,4.5,5,40,14,0,1
295,133,3,4.5,5,43,1,0,1
1151,129,3,4.0,2,43,13,0,1
2286,1060,3,4.5,2,26,13,0,1
4337,398,3,4.0,2,40,1,2,1
373857,3428,3,4.5,5,38,11,0,0
2099,4,3,3.5,1,37,11,0,0
22,4,2,1.5,1,37,1,0,0
2516,994,3,5.0,1,38,1,0,1
319,13,3,4.5,1,24,7,0,1
1164,76,3,4.5,5,43,13,0,1
